"Lot #","Claim #",Status,Description,VIN,"Primary Damage","Secondary Damage",Keys,"Drivability Rating",Engine,Drive,"Missing Parts",Seller,Adjuster,"Cert Received Date",Odometer,"Odometer Brand","Original Title State","Original Title Type","Sale Title State","Sale Title Type","Title Reviewed","Sale Location","Physical Location","Auction Date","Item #","Row Location","# of Runs","Days in Yard","Advance Charges",ACV,"Repair Cost","Current Bid",Reserve,"Reserve Amount","Reserve %",Reviewed,"Auction Comment"
56370741,0,"READY FOR AUCTION","2017 JEEP WRANGLER SPORT",1C4AJWAG7HL658232,"FRONT END",,YES,DRIVES,"3.6L  6",4x4,NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,58245,Actual,NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",12/23/2021,0,0,0,0,0,28949,0,0,BTBA,0,0,NO,
56368011,0,"READY FOR AUCTION","2019 CHRYSLER PACIFICA LIMITED",2C4RC1GG9KR655564,"FRONT END",,YES,DRIVES,"3.6L  6","Front-wheel Drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,33931,Actual,NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",09/16/2021,0,0,0,0,0,34377,0,0,BTBA,0,0,NO,
69796611,0,"READY FOR AUCTION","2019 CHRYSLER 300 TOURING",2C3CCAAG8KH715634,"FRONT END",,YES,DRIVES,"3.6L  6","Rear-wheel drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,16048,Actual,NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",07/26/2022,0,0,0,0,0,29505,0,0,BTBA,0,0,NO,
56237391,0,"READY FOR AUCTION","2018 FORD F150 KING RANCH",1FTFW1EGXJFC21527,SIDE,,YES,DRIVES,"3.5L  6",4x4,NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,31350,Actual,NY,"MV-907A SALVAGE CERTIFICATE",NY,"MV-907A SALVAGE CERTIFICATE",NO,"NY - NEWBURGH","NY - NEWBURGH",09/30/2021,0,0,0,0,0,41173,0,0,BTBA,0,0,NO,
56235391,0,"READY FOR AUCTION","2018 FORD TRANSIT T-350",1FDBF6ZM0JKB34959,TOP/ROOF,,YES,DRIVES,"3.7L  6","Rear-wheel drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,101834,Actual,NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",09/16/2021,0,0,0,0,0,43117,0,0,BTBA,0,0,NO,
56210811,0,"READY FOR AUCTION","2018 HONDA CIVIC SI",2HGFC1E5XJH709495,"FRONT END",,YES,DRIVES,"1.5L  4","Front-wheel Drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,29706,Actual,NY,"MV-907A SALVAGE CERTIFICATE",NY,"MV-907A SALVAGE CERTIFICATE",NO,"NY - NEWBURGH","NY - NEWBURGH",10/26/2021,0,0,0,0,0,19695,0,0,BTBA,0,0,NO,
56209501,0,"READY FOR AUCTION","2014 CHEVROLET SILVERADO ",1GCVKREC1EZ223741,"FRONT END",,YES,DRIVES,"5.3L  8",4x4,NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,64493,Actual,NY,"MV-907A SALVAGE CERTIFICATE",NY,"MV-907A SALVAGE CERTIFICATE",NO,"NY - NEWBURGH","NY - NEWBURGH",10/02/2021,0,0,0,0,0,34178,0,0,BTBA,0,0,NO,
56209121,0,"READY FOR AUCTION","2015 JEEP GRAND CHEROKEE LIMITED",1C4RJFBG4FC791190,VANDALISM,,YES,NON-STARTS,"3.6L  6",4x4,NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,112497,"Not actual",NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",10/26/2021,0,0,0,0,0,21057,0,0,BTBA,0,0,NO,
69802161,0,"READY FOR AUCTION","2019 INFINITI QX80 ",JN8AZ2NF5K9684985,"FRONT END",,YES,DRIVES,"5.6L  8","Rear-wheel drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,46655,Actual,NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",04/14/2022,0,0,0,0,0,45431,0,0,BTBA,0,0,NO,
56208071,0,"READY FOR AUCTION","2018 JEEP WRANGLER UNLIMITED SPORT",1C4HJXDN1JW207669,"FRONT END","REAR END",YES,DRIVES,"2.0L  4",4x4,NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,32805,Actual,NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",10/02/2021,0,0,0,0,0,36005,0,0,BTBA,0,0,NO,
56207731,0,"READY FOR AUCTION","2019 VOLKSWAGEN ATLAS SEL",1V2RR2CA8KC566839,"REAR END",,YES,DRIVES,"3.6L  6","All wheel drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,13843,Actual,NY,"MV-907A SALVAGE CERTIFICATE",NY,"MV-907A SALVAGE CERTIFICATE",NO,"NY - NEWBURGH","NY - NEWBURGH",09/28/2021,0,0,0,0,0,43533,0,0,BTBA,0,0,NO,
56207251,0,"READY FOR AUCTION","2020 FORD EXPLORER ST",1FM5K8GC2LGA05481,"FRONT END","REAR END",YES,NON-STARTS,"3.0L  6",4x4,NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,15000,"Not actual",NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",10/28/2021,0,0,0,0,0,55105,0,0,BTBA,0,0,NO,
56064051,0,"READY FOR AUCTION","2016 JEEP WRANGLER UNLIMITED SPORT",1C4BJWDG3GL188781,"FRONT END",,YES,DRIVES,"3.6L  6",4x4,NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,140499,Actual,NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",09/16/2021,0,0,0,0,0,27553,0,0,BTBA,0,0,NO,
56062281,0,"READY FOR AUCTION","2020 LINCOLN AVIATOR ",5LM5J7WCXLGL17995,"REAR END",SIDE,YES,DRIVES,"3.0L  6","Rear-wheel drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,8884,Actual,NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",11/16/2021,0,0,0,0,0,73227,0,0,BTBA,0,0,NO,
56061731,0,"READY FOR AUCTION","2020 LEXUS IS 300 F SPORT",JTHGA1D2XL5108497,"REAR END","FRONT END",YES,DRIVES,"2.0L  4","Rear-wheel drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,6196,Actual,NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",10/07/2021,0,0,0,0,0,39802,0,0,BTBA,0,0,NO,
56060231,0,"READY FOR AUCTION","2019 TOYOTA 4RUNNER LIMITED",JTEBU5JR0K5633932,"REAR END",,YES,DRIVES,"4.0L  6",4x4,NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,36402,Actual,NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",10/07/2021,0,0,0,0,0,44599,0,0,BTBA,0,0,NO,
56059731,0,"READY FOR AUCTION","2019 KIA NIRO ",KNDCC3LCXK5301067,"FRONT END",,YES,DRIVES,"1.6L  4","Front-wheel Drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,25806,Actual,NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",09/23/2021,0,0,0,0,0,23423,0,0,BTBA,0,0,NO,
55926581,0,"READY FOR AUCTION","2019 FORD TRANSIT T-350",1FTBW3XG5KKB25823,SIDE,,YES,DRIVES,"3.5L  6","Rear-wheel drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,63056,Actual,NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",09/23/2021,0,0,0,0,0,42809,0,0,BTBA,0,0,NO,
55913551,0,"READY FOR AUCTION","2020 SUBARU FORESTER LIMITED",JF2SKAUC5LH586571,"REAR END",,YES,DRIVES,"2.5L  4","All wheel drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,5342,Actual,NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",10/14/2021,0,0,0,0,0,38185,0,0,BTBA,0,0,NO,
55913171,0,"READY FOR AUCTION","1999 BMW M3 ",WBSBK9335XEC44247,"FRONT END",,YES,DRIVES,"3.2L  6","Rear wheel",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,96304,"Not actual",NJ,"SCRAP CERTIFICATE OF TITLE",NJ,"SCRAP CERTIFICATE OF TITLE",NO,"NY - NEWBURGH","NY - NEWBURGH",11/30/2021,0,0,0,0,0,17853,0,0,BTBA,0,0,NO,
55912481,0,"READY FOR AUCTION","2019 INFINITI QX80 ",JN8AZ2NE2K9229471,"FRONT END",,YES,DRIVES,"5.6L  8",4x4,NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,23609,Actual,NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",09/30/2021,0,0,0,0,0,67100,0,0,BTBA,0,0,NO,
55911191,0,"READY FOR AUCTION","2020 LEXUS GX 460 ",JTJAM7BXXL5267274,"FRONT END",SIDE,YES,DRIVES,"4.6L  8","All wheel drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,7849,Actual,NJ,"CERTIFICATE OF DESTRUCTION",NJ,"CERTIFICATE OF DESTRUCTION",NO,"NY - NEWBURGH","NY - NEWBURGH",09/23/2021,0,0,0,0,0,61111,0,0,BTBA,0,0,NO,
55910781,0,"READY FOR AUCTION","2014 MERCEDES-BENZ E 350 ",WDDKK5KFXEF258974,"FRONT END","ALL OVER",YES,DRIVES,"3.5L  6","Rear-wheel drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,51554,Actual,NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",09/23/2021,0,0,0,0,0,32770,0,0,BTBA,0,0,NO,
55910331,0,"READY FOR AUCTION","2020 JEEP GRAND CHEROKEE LIMITED",1C4RJFBGXLC263259,"ALL OVER",,YES,DRIVES,"3.6L  6",4x4,NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,31523,Actual,NJ,"CERTIFICATE OF TITLE",NJ,"CERTIFICATE OF TITLE",NO,"NY - NEWBURGH","NY - NEWBURGH",12/21/2021,0,0,0,0,0,52570,0,0,BTBA,0,0,NO,
55747151,0,"READY FOR AUCTION","2020 INFINITI Q50 ",JN1EV7AR1LM250022,"FRONT END","MINOR DENT/SCRATCHES",YES,DRIVES,"3.0L  6","All wheel drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,23530,Actual,NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",09/23/2021,0,0,0,0,0,34754,0,0,BTBA,0,0,NO,
55746461,0,"READY FOR AUCTION","2020 GMC SIERRA ELEVATION",1GTR9CED0LZ253412,SIDE,"MINOR DENT/SCRATCHES",YES,DRIVES,"5.3L  8",4x4,NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,16206,Actual,NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",09/30/2021,0,0,0,0,0,57248,0,0,BTBA,0,0,NO,
55745991,0,"READY FOR AUCTION","2018 HONDA PILOT EX",5FNYF6H30JB015183,"WATER FLOOD",,YES,DRIVES,"3.5L  6","All wheel drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,79318,Actual,NJ,"SCRAP CERTIFICATE OF TITLE",NJ,"SCRAP CERTIFICATE OF TITLE",NO,"NY - NEWBURGH","NY - NEWBURGH",10/05/2021,0,0,0,0,0,26701,0,0,BTBA,0,0,NO,
55743651,0,"READY FOR AUCTION","2021 BMW X5 XDRIVE40I",5UXCR6C00M9F43918,SIDE,"FRONT END",YES,DRIVES,"3.0L  6","All wheel drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,2430,"Not actual",NY,"MV-907A SALVAGE CERTIFICATE",NY,"MV-907A SALVAGE CERTIFICATE",NO,"NY - NEWBURGH","NY - NEWBURGH",09/30/2021,0,0,0,0,0,67910,0,0,BTBA,0,0,NO,
55738271,0,"READY FOR AUCTION","2019 MITSUBISHI FUSO ",4UZBYG118KGKM6608,"FRONT END",,YES,DRIVES,"6.0L  8","Rear-wheel drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,585,Actual,NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",11/23/2021,0,0,0,0,0,46889,0,0,BTBA,0,0,NO,
55613861,0,"READY FOR AUCTION","2020 RAM 1500 LARAMIE",1C6SRFJT5LN219870,"FRONT END",SIDE,YES,NON-STARTS,"5.7L  8",4x4,NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,21794,Actual,NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",09/23/2021,0,0,0,0,0,52958,0,0,BTBA,0,0,NO,
55612721,0,"READY FOR AUCTION","2021 NISSAN ROGUE PLATINUM",JN8AT3DC2MW100948,"FRONT END",,YES,NON-STARTS,"2.5L  4","Front-wheel Drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,9525,Actual,NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",09/23/2021,0,0,0,0,0,37935,0,0,BTBA,0,0,NO,
55612201,0,"READY FOR AUCTION","2016 MERCEDES-BENZ E 350 4MATIC",WDDHF8JB6GB246099,"FRONT END",,YES,NON-STARTS,"3.5L  6","All wheel drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,53285,Actual,NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",10/05/2021,0,0,0,0,0,28787,0,0,BTBA,0,0,NO,
55611021,0,"READY FOR AUCTION","2021 INFINITI QX80 ",JN8AZ2AF2M9716705,"FRONT END","MINOR DENT/SCRATCHES",YES,DRIVES,"5.6L  8","Rear-wheel drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,8034,Actual,NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",10/14/2021,0,0,0,0,0,74404,0,0,BTBA,0,0,NO,
55610051,0,"READY FOR AUCTION","2020 FORD EXPLORER PLATINUM",1FM5K8HC0LGB90547,"FRONT END",,YES,DRIVES,"3.0L  6",4x4,NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,559,"Not actual",NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",11/16/2021,0,0,0,0,0,55817,0,0,BTBA,0,0,NO,
55609221,0,"READY FOR AUCTION","2018 JEEP GRAND CHEROKEE LIMITED",1C4RJFBG6JC183499,"FRONT END","MINOR DENT/SCRATCHES",YES,DRIVES,"3.6L  6",4x4,NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,50978,Actual,NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",09/28/2021,0,0,0,0,0,31035,0,0,BTBA,0,0,NO,
55453611,0,"READY FOR AUCTION","2016 LAND ROVER RANGE ROVER SPORT HSE",SALWR2VF9GA650919,"WATER FLOOD",,YES,NON-STARTS,"3.0L  6",4x4,NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,51487,"Not actual",NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",09/30/2021,0,0,0,0,0,47318,0,0,BTBA,0,0,NO,
55452991,0,"READY FOR AUCTION","2016 MERCEDES-BENZ S 550 ",WDDUG8CB2GA244915,"MINOR DENT/SCRATCHES",,YES,DRIVES,"4.6L  8","Rear-wheel drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,29169,Actual,NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",10/05/2021,0,0,0,0,0,58779,0,0,BTBA,0,0,NO,
55451841,0,"READY FOR AUCTION","2020 RANGE ROVER EVOQUE S",SALZJ2FX2LH024352,"FRONT END",,YES,DRIVES,"2.0L  4","All wheel drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,8395,Actual,NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",09/16/2021,0,0,0,0,0,51492,0,0,BTBA,0,0,NO,
55451031,0,"READY FOR AUCTION","2016 BMW 535 ",WBA5B3C57GD549378,"WATER FLOOD",,YES,DRIVES,"3.0L  6","All wheel drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,53339,Actual,NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",09/16/2021,0,0,0,0,0,30311,0,0,BTBA,0,0,NO,
55450261,0,"READY FOR AUCTION","2021 NISSAN TITAN ",1N6AA1EF5MN508622,"FRONT END",SIDE,YES,DRIVES,"5.6L  8","Rear-wheel drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,4496,Actual,NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",09/30/2021,0,0,0,0,0,47282,0,0,BTBA,0,0,NO,
55449651,0,"READY FOR AUCTION","1993 FORD BRONCO ",1FMEU15H1PLB09537,"ALL OVER",,YES,NON-STARTS,"5.8L  8",4x4,NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,95222,"Not actual",NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",10/26/2021,0,0,0,0,0,31751,0,0,BTBA,0,0,NO,
55419911,0,"READY FOR AUCTION","2020 TOYOTA CAMRY ",4T1F31AK1LU523432,"FRONT END",,YES,NON-STARTS,"2.5L  4","Front-wheel Drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,2580,Actual,NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",10/07/2021,0,0,0,0,0,32958,0,0,BTBA,0,0,NO,
55417291,0,"READY FOR AUCTION","2020 HONDA PILOT EXL",5FNYF5H52LB011411,"FRONT END",,YES,DRIVES,"3.5L  6","Front-wheel Drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,7869,Actual,NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",09/23/2021,0,0,0,0,0,40129,0,0,BTBA,0,0,NO,
55254861,0,"READY FOR AUCTION","2018 HONDA PILOT EXL",5FNYF6H53JB016586,"FRONT END",SIDE,YES,DRIVES,"3.5L  6","All wheel drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,84020,Actual,NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",09/16/2021,0,0,0,0,0,32783,0,0,BTBA,0,0,NO,
55253751,0,"READY FOR AUCTION","2019 LINCOLN NAUTILUS RESERVE",2LMPJ8L94KBL62225,ROLLOVER,,YES,DRIVES,"2.0L  4","All wheel drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,11859,Actual,NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",09/30/2021,0,0,0,0,0,46117,0,0,BTBA,0,0,NO,
55253141,0,"READY FOR AUCTION","2021 HONDA PILOT EXL",5FNYF6H5XMB026715,"FRONT END","REAR END",YES,DRIVES,"3.5L  6","All wheel drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,5700,Actual,NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",09/16/2021,0,0,0,0,0,46735,0,0,BTBA,0,0,NO,
55252091,0,"READY FOR AUCTION","2021 HONDA ACCORD SPORT",1HGCV1F32MA059493,"FRONT END",,YES,DRIVES,"1.5L  4","Front-wheel Drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,568,Actual,NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",09/30/2021,0,0,0,0,0,31253,0,0,BTBA,0,0,NO,
55251791,0,"READY FOR AUCTION","2019 FORD FUSION TITANIUM",3FA6P0RU4KR214624,"WATER FLOOD",,YES,DRIVES,"2.0L  4","Front-wheel Drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,9501,Actual,NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",09/16/2021,0,0,0,0,0,29045,0,0,BTBA,0,0,NO,
55116071,0,"READY FOR AUCTION","2021 KIA TELLURIDE SX",5XYP5DHC0MG175242,"REAR END",,YES,DRIVES,"3.8L  6","All wheel drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,1801,Actual,NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",09/28/2021,0,0,0,0,0,65759,0,0,BTBA,0,0,NO,
55114671,0,"READY FOR AUCTION","2010 JEEP WRANGLER UNLIMITED RUBICON",1J4BA6H11AL230579,"FRONT END",,YES,DRIVES,"3.8L  6",4x4,NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,253089,"Exceeds mechanical limits",NJ,"CERTIFICATE OF TITLE",NJ,"CERTIFICATE OF TITLE",NO,"NY - NEWBURGH","NY - NEWBURGH",09/23/2021,0,0,0,0,0,18255,0,0,BTBA,0,0,NO,
55114101,0,"READY FOR AUCTION","2018 LAND ROVER DISCOVERY SE",SALCP2RX2JH760897,"FRONT END",SIDE,YES,DRIVES,"2.0L  4","All wheel drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,25173,Actual,NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",10/07/2021,0,0,0,0,0,35851,0,0,BTBA,0,0,NO,
55112981,0,"READY FOR AUCTION","2017 HONDA ACCORD EXL",1HGCT2B89HA001044,ROLLOVER,,YES,DRIVES,"3.5L  6","Front-wheel Drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,128668,Actual,NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",06/03/2022,0,0,0,0,0,13932,0,0,BTBA,0,0,NO,
55081891,0,"READY FOR AUCTION","2020 LINCOLN AVIATOR RESERVE",5LM5J7XC2LGL29377,"FRONT END","ALL OVER",YES,DRIVES,"3.0L  6","All wheel drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,8410,"Not actual",NY,"MV-907A SALVAGE CERTIFICATE",NY,"MV-907A SALVAGE CERTIFICATE",NO,"NY - NEWBURGH","NY - NEWBURGH",11/16/2021,0,0,0,0,0,62498,0,0,BTBA,0,0,NO,
55080911,0,"READY FOR AUCTION","2018 JEEP GRAND CHEROKEE OVERLAND",1C4RJFCG7JC303633,"FRONT END","ALL OVER",YES,DRIVES,"3.6L  6",4x4,NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,86794,Actual,NY,"MV-907A SALVAGE CERTIFICATE",NY,"MV-907A SALVAGE CERTIFICATE",NO,"NY - NEWBURGH","NY - NEWBURGH",09/16/2021,0,0,0,0,0,34858,0,0,BTBA,0,0,NO,
55080321,0,"READY FOR AUCTION","2018 TOYOTA HIGHLANDER SE",5TDJZRFH0JS857249,"FRONT END",,YES,DRIVES,"3.5L  6","All wheel drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,25753,"Not actual",NY,"MV-907A SALVAGE CERTIFICATE",NY,"MV-907A SALVAGE CERTIFICATE",NO,"NY - NEWBURGH","NY - NEWBURGH",09/16/2021,0,0,0,0,0,32587,0,0,BTBA,0,0,NO,
55077471,0,"READY FOR AUCTION","2018 HONDA ACCORD EXL",1HGCV1F51JA089775,"FRONT END",,YES,DRIVES,"1.5L  4","Front-wheel Drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,34881,Actual,NY,"MV-907A SALVAGE CERTIFICATE",NY,"MV-907A SALVAGE CERTIFICATE",NO,"NY - NEWBURGH","NY - NEWBURGH",09/16/2021,0,0,0,0,0,28795,0,0,BTBA,0,0,NO,
55075891,0,"READY FOR AUCTION","2013 AUDI A4 ALLROAD",WA19FAFL1DA177213,"FRONT END",,YES,DRIVES,"2.0L  4","All wheel drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,82743,Actual,NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",10/12/2021,0,0,0,0,0,17132,0,0,BTBA,0,0,NO,
